1;Название статьи;;;Индустриальная политика: Сотрудничество России и Белоруссии.;;;;;;;;;;
;Ковтун;0.000305345;1;p://www.hse.ru/org/persons/140380;образование;0.00050202;4;;;;;;;
;Михеева;0.000302949;2;p://www.hse.ru/org/persons/201844;производство;0.000474587;2;;;;;;;
;Сибирцева;0.000300317;1;p://www.hse.ru/org/persons/201585;промышленность;0.000432945;3;;;;;;;
;Макарейко;0.000291674;2;p://www.hse.ru/org/persons/437342;литература;0.000410097;1;;;;;;;
;;;;;;;;;;;;;;
24;Название статьи;Имитационное моделирование организации массовых мероприятий (на примере XXII зимних Oлимпийских игр 2014);;;;;;;;;;;;
;Автор;Абросимов. Лебидько;;Моделирование систем/Социология/Экономика;;;;;;;;;;
;Панченко;0.000460212;1;p://www.hse.ru/org/persons/201866;экономика;0.001402396;7;;;;;;;
;Ковтун;0.000395986;1;p://www.hse.ru/org/persons/140380;право;0.001244752;3;;;;;;;
;Лапидус;0.000370661;8;p://www.hse.ru/org/persons/201704;рынок;0.000734638;7;;;;;;;
;Романова;0.000366176;1;p://www.hse.ru/org/persons/34959567;развитие;0.00069087;2;;;;;;;
;Вайсблат;0.000352905;8;p://www.hse.ru/org/persons/201761;риск-менеджмент;0.000606773;7;;;;;;;
;Захаров;0.000277;8;p://www.hse.ru/org/persons/445221;пособие;0.000490284;1;;;;;;;
;Макарейко;0.000254849;8;p://www.hse.ru/org/persons/437342;образование;0.000453353;1;;;;;;;
;Цветкова;0.000236069;1;p://www.hse.ru/org/persons/35038112;управление;0.000355722;8;;;;;;;
;Михеева;0.000229074;1;p://www.hse.ru/org/persons/201844;литература;0.000269834;1;;;;;;;
;Гапонова;0.000226627;8;p://www.hse.ru/org/persons/24955025;перевод;0.000267598;1;;;;;;;
;;;;;;;;;;;;;;
25;Название статьи;О решении проблемы выборки малого размера при использовании линейного дискриминантного анализа в задачах распознавания лиц;;;;;;;;;;;;
;Автор;Мокеев. Томилов;;Тематика;Математика/Информатика;;;;;;;;;
;Лапидус;0.000400033;2;p://www.hse.ru/org/persons/201704;экономика;0.001442116;1;;;;;;;
;Романова;0.000365847;1;p://www.hse.ru/org/persons/34959567;рынок;0.000882661;1;;;;;;;
;Колданов;0.000347983;10;p://www.hse.ru/org/persons/13428988;риск-менеджмент;0.000871991;1;;;;;;;
;Пелиновский;0.000333272;8;p://www.hse.ru/org/persons/25372803;право;0.000762283;1;;;;;;;
;Панченко;0.000325332;7;p://www.hse.ru/org/persons/201866;развитие;0.000752481;4;;;;;;;
;Удалова;0.000313619;1;p://www.hse.ru/org/persons/36170051;пособие;0.000704585;1;;;;;;;
;Ковтун;0.000298001;1;p://www.hse.ru/org/persons/140380;образование;0.000617593;1;;;;;;;
;Захаров;0.000291495;1;p://www.hse.ru/org/persons/445221;математика;0.000497204;8;;;;;;;
;Вайсблат;0.000274432;1;p://www.hse.ru/org/persons/201761;предпринимательство;0.000358051;1;;;;;;;
;Кирюшин;0.00026783;1;p://www.hse.ru/org/persons/10633269;функция;0.000357785;8;;;;;;;
;;;;;;;;;;;;;;
26;Название статьи;Алгоритмы формирования спектрального представления звукового сигнала на основе U-преобразования;;;;;;;;;;;;
;Автор;Гай;;Тематика;Математика;;;;;;;;;
;Вайсблат;0.000479925;2;p://www.hse.ru/org/persons/201761;экономика;0.001170664;2;;;;;;;
;Ковтун;0.000442149;1;p://www.hse.ru/org/persons/140380;право;0.001068474;2;;;;;;;
;Романова;0.000407989;1;p://www.hse.ru/org/persons/34959567;рынок;0.000610579;2;;;;;;;
;Лапидус;0.000372101;2;p://www.hse.ru/org/persons/201704;риск-менеджмент;0.000554178;2;;;;;;;
;Панченко;0.000357786;7;p://www.hse.ru/org/persons/201866;развитие;0.000547134;2;;;;;;;
;Пелиновский;0.000326015;10;p://www.hse.ru/org/persons/25372803;текст;0.00054269;2;;;;;;;
;Михеева;0.000225162;2;p://www.hse.ru/org/persons/201844;образ;0.000499262;2;;;;;;;
;Захаров;0.000222719;2;p://www.hse.ru/org/persons/445221;безопасность;0.000461124;2;;;;;;;
;Удалова;0.000222036;2;p://www.hse.ru/org/persons/36170051;пособие;0.000447786;2;;;;;;;
;Макарейко;0.000220042;2;p://www.hse.ru/org/persons/437342;математика;0.000435595;10;;;;;;;
;;;;;;;;;;;;;;
27;Название статьи;Надежное обнаружение плагиата малым числом поисковых запросов;;;;;;;;;;;;
;Автор;Дягилев. Цхай. Бутаков;;Тематика;Информатика;;;;;;;;;
;Романова;0.000541725;3;p://www.hse.ru/org/persons/34959567;право;0.001308636;1;;;;;;;
;Ковтун;0.000486657;1;p://www.hse.ru/org/persons/140380;экономика;0.001216078;1;;;;;;;
;Панченко;0.00042429;10;p://www.hse.ru/org/persons/201866;рынок;0.000678806;1;;;;;;;
;Вайсблат;0.000330834;2;p://www.hse.ru/org/persons/201761;развитие;0.000613134;4;;;;;;;
;Макарейко;0.000246152;2;p://www.hse.ru/org/persons/437342;риск-менеджмент;0.000607143;1;;;;;;;
;Гапонова;0.000241348;2;p://www.hse.ru/org/persons/24955025;пособие;0.000490583;1;;;;;;;
;Лапидус;0.000237837;2;p://www.hse.ru/org/persons/201704;образование;0.00046231;1;;;;;;;
;Захаров;0.000229115;2;p://www.hse.ru/org/persons/445221;текст;0.000375399;7;;;;;;;
;Удалова;0.000223278;2;p://www.hse.ru/org/persons/36170051;язык;0.000374921;7;;;;;;;
;Михеева;0.000217196;2;p://www.hse.ru/org/persons/201844;образ;0.000345359;1;;;;;;;
;;;;;;;;;;;;;;
28;Название статьи;Измерение уровня зрелости профессионального сообщества;;;;;;;;;;;;
;Автор;Краснов. Яворский;;Тематика;Информатика/Менеджмент;;;;;;;;;
;Ковтун;0.000450209;1;p://www.hse.ru/org/persons/140380;экономика;0.001340367;1;;;;;;;
;Вайсблат;0.000363926;7;p://www.hse.ru/org/persons/201761;право;0.000986553;1;;;;;;;
;Панченко;0.000305921;5;p://www.hse.ru/org/persons/201866;рынок;0.000599639;5;;;;;;;
;Романова;0.000294329;1;p://www.hse.ru/org/persons/34959567;развитие;0.00058051;6;;;;;;;
;Миркин;0.00028142;7;p://www.hse.ru/org/persons/3954058;управление;0.000475064;4;;;;;;;
;Гапонова;0.000276886;7;p://www.hse.ru/org/persons/24955025;риск-менеджмент;0.000464694;1;;;;;;;
;Захаров;0.000275495;7;p://www.hse.ru/org/persons/445221;конференция;0.000461998;5;;;;;;;
;Тенилова;0.000249898;7;p://www.hse.ru/org/persons/13426671;пособие;0.000375482;1;;;;;;;
;Городнова;0.000242292;7;p://www.hse.ru/org/persons/6863353;образование;0.000371854;8;;;;;;;
;Зусман;0.000236598;1;p://www.hse.ru/org/persons/26487692;бизнес-процесс;0.000342156;5;;;;;;;
;;;;;;;;;;;;;;
29;Название статьи;Применение современных информационных технологий для анализа пространственно распределенных социально-экономических данных;;;;;;;;;;;;
;Автор;Латышев. Сидоренко;;Тематика;Информатика/Математика/Экономика/Социология;;;;;;;;;
;Романова;0.00041319;1;p://www.hse.ru/org/persons/34959567;экономика;0.001528258;7;;;;;;;
;Вайсблат;0.000409205;5;p://www.hse.ru/org/persons/201761;право;0.001151212;7;;;;;;;
;Панченко;0.000394306;7;p://www.hse.ru/org/persons/201866;рынок;0.000890346;5;;;;;;;
;Ковтун;0.000365651;1;p://www.hse.ru/org/persons/140380;развитие;0.000862199;5;;;;;;;
;Захаров;0.000321033;6;p://www.hse.ru/org/persons/445221;риск-менеджмент;0.000689508;1;;;;;;;
;Лапидус;0.000270779;6;p://www.hse.ru/org/persons/201704;пособие;0.000557136;1;;;;;;;
;Кирюшин;0.000247733;6;p://www.hse.ru/org/persons/10633269;управление;0.000522383;7;;;;;;;
;Макарейко;0.000247479;6;p://www.hse.ru/org/persons/437342;образование;0.000518067;1;;;;;;;
;Удалова;0.000246815;6;p://www.hse.ru/org/persons/36170051;перевод;0.000313569;1;;;;;;;
;Гапонова;0.000246553;5;p://www.hse.ru/org/persons/24955025;персонал;0.000254285;1;;;;;;;
;;;;;;;;;;;;;;
30;Название статьи; Об одном методе классификации визуальных моделей;;;;;;;;;;;;
;Автор;Гаврилова. Кудрявцев. Лещева. Павлов;;Тематика;Моделирование/Информатика;;;;;;;;;
;Романова;0.000438986;1;p://www.hse.ru/org/persons/34959567;экономика;0.00141509;2;;;;;;;
;Вайсблат;0.000432041;4;p://www.hse.ru/org/persons/201761;право;0.001205788;2;;;;;;;
;Панченко;0.000389784;7;p://www.hse.ru/org/persons/201866;рынок;0.000854619;2;;;;;;;
;Ковтун;0.000383021;1;p://www.hse.ru/org/persons/140380;развитие;0.000847565;4;;;;;;;
;Захаров;0.000362082;4;p://www.hse.ru/org/persons/445221;риск-менеджмент;0.000625059;2;;;;;;;
;Лапидус;0.000268765;4;p://www.hse.ru/org/persons/201704;пособие;0.00050506;2;;;;;;;
;Макарейко;0.000259794;4;p://www.hse.ru/org/persons/437342;управление;0.000491765;2;;;;;;;
;Пелиновский;0.00024936;6;p://www.hse.ru/org/persons/25372803;образование;0.000442702;2;;;;;;;
;Гапонова;0.000248445;4;p://www.hse.ru/org/persons/24955025;перевод;0.000308123;2;;;;;;;
;Миркин;0.000233322;8;p://www.hse.ru/org/persons/3954058;текст;0.000303805;2;;;;;;;
